catalog_version,field_name,field_id,option_set_id,point_profile_id,option_count,max_points
0.9.1,fairnessDesign15,98,1,15,2,1
0.9.1,fairnessDesign16,99,1,3,2,2
0.9.1,fairnessDesign17,100,1,15,2,1
0.9.1,fairnessDesign2,85,1,3,2,2
0.9.1,fairnessDesign3,86,1,3,2,2
0.9.1,fairnessDesign4,87,1,15,2,1
0.9.1,fairnessDesign5,88,1,3,2,2
0.9.1,fairnessDesign6,89,1,15,2,1
0.9.1,fairnessDesign7,90,1,15,2,1
0.9.1,fairnessDesign8,91,1,3,2,2
0.9.1,fairnessDesign9,92,1,15,2,1
0.9.1,fairnessImplementation1,101,1,15,2,1
0.9.1,fairnessImplementation10,110,1,3,2,2
0.9.1,fairnessImplementation11,111,1,15,2,1
0.9.1,fairnessImplementation12,112,1,15,2,1
0.9.1,fairnessImplementation13,113,1,3,2,2
0.9.1,fairnessImplementation14,114,1,3,2,2
0.9.1,fairnessImplementation15,115,1,15,2,1
0.9.1,fairnessImplementation16,116,1,3,2,2
0.9.1,fairnessImplementation17,117,1,15,2,1
0.9.1,fairnessImplementation2,102,1,3,2,2
0.9.1,fairnessImplementation3,103,1,3,2,2
0.9.1,fairnessImplementation4,104,1,15,2,1
0.9.1,fairnessImplementation5,105,1,3,2,2
0.9.1,fairnessImplementation6,106,1,15,2,1
0.9.1,fairnessImplementation7,107,1,15,2,1
0.9.1,fairnessImplementation8,108,1,3,2,2
0.9.1,fairnessImplementation9,109,1,15,2,1
0.9.1,impact1,23,1,15,2,1
0.9.1,impact11,33,14,20,4,4
0.9.1,impact13,35,14,20,4,4
0.9.1,impact15,37,14,20,4,4
0.9.1,impact2,24,1,1,2,3
0.9.1,impact3,25,1,2,2,4
0.9.1,impact5,27,1,2,2,4
0.9.1,impact6,28,16,22,4,4
0.9.1,impact7,29,17,23,4,4
0.9.1,impact9,31,14,20,4,4
0.9.1,privacyDesign1,118,1,15,2,1
0.9.1,privacyDesign2,119,1,15,2,1
0.9.1,privacyDesign3,120,1,15,2,1
0.9.1,privacyDesign4,121,1,15,2,1
0.9.1,privacyImplementation1,122,1,15,2,1
0.9.1,privacyImplementation2,123,1,15,2,1
0.9.1,privacyImplementation3,124,1,15,2,1
0.9.1,privacyImplementation4,125,1,15,2,1
0.9.1,projectAuthority1,16,1,3,2,2
0.9.1,projectDetailsDepartment-NS,3,DEPARTMENTS,,101,0
0.9.1,projectDetailsPhase,8,35,55,2,0
0.9.1,riskProfile1,12,1,1,2,3
0.9.1,riskProfile2,13,1,1,2,3
0.9.1,riskProfile3,14,1,2,2,4
0.9.1,riskProfile4,15,1,1,2,3
1.0.0,aboutAlgorithm1,66,1,15,2,1
1.0.0,aboutAlgorithm11,77,1,56,2,2
1.0.0,aboutAlgorithm2,67,1,1,2,3
1.0.0,aboutAlgorithm3,68,36,57,2,1
1.0.0,aboutAlgorithm4,69,37,58,2,1
1.0.0,aboutAlgorithm5,70,38,59,2,1
1.0.0,aboutAlgorithm8,73,1,1,2,3
1.0.0,aboutAlgorithm8A,74,1,4,2,1
1.0.0,aboutAlgorithm9,75,1,3,2,2
1.0.0,aboutDataSource1,122,1,3,2,2
1.0.0,aboutDataSource10,124,1,3,2,2
1.0.0,aboutDataSource11,125,1,4,2,1
1.0.0,aboutDataSource14,127,39,60,6,3
1.0.0,aboutDataSource15,129,40,61,3,2
1.0.0,aboutDataSource16,133,40,62,3,2
1.0.0,aboutDataSource17,139,41,63,3,2
1.0.0,aboutDataSource2,137,42,64,8,4
1.0.0,aboutDataSource3,143,43,65,3,3
1.0.0,aboutDataSource4,144,1,3,2,2
1.0.0,aboutDataSource5,145,1,2,2,4
1.0.0,aboutDataSource6,146,1,2,2,4
1.0.0,aboutDataSource7,147,4,7,4,4
1.0.0,aboutDataSource8,148,4,7,4,4
1.0.0,aboutDataSource9,123,1,56,2,2
1.0.0,aboutDataSourceType1,150,1,66,2,0
1.0.0,aboutDataSourceType2,151,5,10,2,4
1.0.0,aboutDataSourceType3,152,1,66,2,0
1.0.0,aboutSystem1,44,44,67,6,0
1.0.0,aboutSystem10A,63,1,56,2,2
1.0.0,aboutSystem11,64,45,68,4,4
1.0.0,aboutSystem3,46,46,69,4,1
1.0.0,aboutSystem4,50,46,69,4,1
1.0.0,aboutSystem5,54,47,70,3,2
1.0.0,aboutSystem5B,56,1,66,2,0
1.0.0,aboutSystem6,58,1,56,2,2
1.0.0,aboutSystem7,59,1,56,2,2
1.0.0,aboutSystem8,60,1,4,2,1
1.0.0,aboutSystem9,62,1,56,2,2
1.0.0,businessDrivers1,14,48,71,6,0
1.0.0,businessDrivers11,28,49,72,6,2
1.0.0,businessDrivers5,18,9,14,3,2
1.0.0,businessDrivers9,26,1,4,2,1
1.0.0,consultationDesign1,154,1,3,2,2
1.0.0,consultationDesign2,155,50,73,16,0
1.0.0,consultationDesign3,157,1,3,2,2
1.0.0,consultationDesign4,158,51,74,11,0
1.0.0,consultationDesign6,161,52,75,3,3
1.0.0,consultationDesign7,164,52,75,3,3
1.0.0,consultationDesign8,167,53,76,9,0
1.0.0,consultationImplementation1,170,1,3,2,2
1.0.0,consultationImplementation2,171,54,77,16,0
1.0.0,consultationImplementation3,173,1,3,2,2
1.0.0,consultationImplementation4,174,51,74,11,0
1.0.0,consultationImplementation6,177,52,75,3,3
1.0.0,consultationImplementation7,180,52,75,3,3
1.0.0,consultationImplementation8,183,53,76,9,0
1.0.0,dataQualityDesign1,186,1,1,2,3
1.0.0,dataQualityDesign10,199,1,3,2,2
1.0.0,dataQualityDesign2,187,1,15,2,1
1.0.0,dataQualityDesign3,189,1,15,2,1
1.0.0,dataQualityDesign4,190,1,15,2,1
1.0.0,dataQualityDesign5,192,41,78,3,2
1.0.0,dataQualityDesign7,194,1,15,2,1
1.0.0,dataQualityDesign8,196,1,3,2,2
1.0.0,dataQualityDesign9,197,1,15,2,1
1.0.0,dataQualityImplementation1,200,1,1,2,3
1.0.0,dataQualityImplementation10,213,1,3,2,2
1.0.0,dataQualityImplementation2,201,1,15,2,1
1.0.0,dataQualityImplementation3,203,1,15,2,1
1.0.0,dataQualityImplementation4,204,1,15,2,1
1.0.0,dataQualityImplementation5,206,41,78,3,2
1.0.0,dataQualityImplementation7,208,1,15,2,1
1.0.0,dataQualityImplementation8,210,1,3,2,2
1.0.0,dataQualityImplementation9,211,1,15,2,1
1.0.0,decisionSector1,81,55,79,8,1
1.0.0,fairnessDesign1,214,1,15,2,1
1.0.0,fairnessDesign10,221,1,3,2,2
1.0.0,fairnessDesign12,224,1,3,2,2
1.0.0,fairnessDesign13,227,1,3,2,2
1.0.0,fairnessDesign16,229,1,3,2,2
1.0.0,fairnessDesign17,230,41,80,3,2
1.0.0,fairnessDesign18,231,1,3,2,2
1.0.0,fairnessDesign19,233,1,3,2,2
1.0.0,fairnessDesign1A,215,1,15,2,1
1.0.0,fairnessDesign2,216,1,3,2,2
1.0.0,fairnessDesign20,234,1,3,2,2
1.0.0,fairnessDesign21,235,56,81,5,1
1.0.0,fairnessDesign22,237,1,3,2,2
1.0.0,fairnessDesign22A,238,1,3,2,2
1.0.0,fairnessDesign23,239,1,3,2,2
1.0.0,fairnessDesign24,240,1,3,2,2
1.0.0,fairnessDesign24A,241,1,15,2,1
1.0.0,fairnessDesign3,217,1,3,2,2
1.0.0,fairnessDesign4,218,1,3,2,2
1.0.0,fairnessDesign5,219,1,3,2,2
1.0.0,fairnessDesign7,220,1,15,2,1
1.0.0,fairnessDesign8,222,1,3,2,2
1.0.0,fairnessDesign9,223,1,15,2,1
1.0.0,fairnessImplementation1,244,1,15,2,1
1.0.0,fairnessImplementation10,251,1,3,2,2
1.0.0,fairnessImplementation12,254,1,3,2,2
1.0.0,fairnessImplementation13,257,1,3,2,2
1.0.0,fairnessImplementation16,259,1,3,2,2
1.0.0,fairnessImplementation17,260,41,80,3,2
1.0.0,fairnessImplementation18,261,1,3,2,2
1.0.0,fairnessImplementation19,263,1,3,2,2
1.0.0,fairnessImplementation1A,245,1,15,2,1
1.0.0,fairnessImplementation2,246,1,3,2,2
1.0.0,fairnessImplementation20,264,1,3,2,2
1.0.0,fairnessImplementation21,265,56,81,5,1
1.0.0,fairnessImplementation22,267,1,3,2,2
1.0.0,fairnessImplementation22A,268,1,3,2,2
1.0.0,fairnessImplementation23,269,1,3,2,2
1.0.0,fairnessImplementation24,270,1,3,2,2
1.0.0,fairnessImplementation24A,271,1,15,2,1
1.0.0,fairnessImplementation3,247,1,3,2,2
1.0.0,fairnessImplementation4,248,1,3,2,2
1.0.0,fairnessImplementation5,249,1,3,2,2
1.0.0,fairnessImplementation7,250,1,15,2,1
1.0.0,fairnessImplementation8,252,1,3,2,2
1.0.0,fairnessImplementation9,253,1,15,2,1
1.0.0,impact11,100,14,20,4,4
1.0.0,impact13,102,14,20,4,4
1.0.0,impact15,104,14,20,4,4
1.0.0,impact18,106,57,82,6,3
1.0.0,impact19I,110,1,4,2,1
1.0.0,impact22,90,1,3,2,2
1.0.0,impact23,113,1,15,2,1
1.0.0,impact24,98,14,20,4,4
1.0.0,impact26,116,58,83,6,0
1.0.0,impact27,118,1,15,2,1
1.0.0,impact28,120,45,68,4,4
1.0.0,impact3,85,1,2,2,4
1.0.0,impact30,83,59,84,2,4
1.0.0,impact4A,87,1,3,2,2
1.0.0,impact5,92,1,3,2,2
1.0.0,impact6,93,16,22,4,4
1.0.0,impact7,94,60,85,4,4
1.0.0,impact9,96,14,20,4,4
1.0.0,privacyDesign1,274,1,3,2,2
1.0.0,privacyDesign2,277,1,3,2,2
1.0.0,privacyDesign3,281,1,15,2,1
1.0.0,privacyDesign4,282,1,15,2,1
1.0.0,privacyDesign7,283,1,15,2,1
1.0.0,privacyDesign9,279,1,3,2,2
1.0.0,privacyImplementation1,285,1,3,2,2
1.0.0,privacyImplementation2,288,1,3,2,2
1.0.0,privacyImplementation3,292,1,15,2,1
1.0.0,privacyImplementation4,293,1,15,2,1
1.0.0,privacyImplementation7,294,1,15,2,1
1.0.0,privacyImplementation9,290,1,3,2,2
1.0.0,projectAuthority1,42,1,3,2,2
1.0.0,projectDetailsDepartment-NS,5,DEPARTMENTS,,101,0
1.0.0,projectDetailsPhase,12,18,24,2,0
1.0.0,riskProfile1,30,1,1,2,3
1.0.0,riskProfile10,41,1,66,2,0
1.0.0,riskProfile2,31,1,1,2,3
1.0.0,riskProfile3,33,1,15,2,1
1.0.0,riskProfile4,35,61,86,4,4
1.0.0,riskProfile7,37,1,1,2,3
1.0.0,riskProfile8,38,1,15,2,1
1.0.0,riskProfile9,40,1,66,2,0
1.0.1,aboutAlgorithm1,66,1,15,2,1
1.0.1,aboutAlgorithm11,77,1,56,2,2
1.0.1,aboutAlgorithm2,67,1,1,2,3
1.0.1,aboutAlgorithm3,68,36,57,2,1
1.0.1,aboutAlgorithm4,69,37,58,2,1
1.0.1,aboutAlgorithm5,70,38,59,2,1
1.0.1,aboutAlgorithm8,73,1,1,2,3
1.0.1,aboutAlgorithm8A,74,1,4,2,1
1.0.1,aboutAlgorithm9,75,1,3,2,2
1.0.1,aboutDataSource1,122,1,3,2,2
1.0.1,aboutDataSource10,124,1,3,2,2
1.0.1,aboutDataSource11,125,1,4,2,1
1.0.1,aboutDataSource14,127,39,60,6,3
1.0.1,aboutDataSource15,129,40,61,3,2
1.0.1,aboutDataSource16,133,40,62,3,2
1.0.1,aboutDataSource17,139,41,63,3,2
1.0.1,aboutDataSource2,137,42,64,8,4
1.0.1,aboutDataSource3,143,43,65,3,3
1.0.1,aboutDataSource4,144,1,3,2,2
1.0.1,aboutDataSource5,145,1,2,2,4
1.0.1,aboutDataSource6,146,1,2,2,4
1.0.1,aboutDataSource7,147,4,7,4,4
1.0.1,aboutDataSource8,148,4,7,4,4
1.0.1,aboutDataSource9,123,1,56,2,2
1.0.1,aboutDataSourceType1,150,1,66,2,0
1.0.1,aboutDataSourceType2,151,5,10,2,4
1.0.1,aboutDataSourceType3,152,1,66,2,0
1.0.1,aboutSystem1,44,44,67,6,0
1.0.1,aboutSystem10A,63,1,56,2,2
1.0.1,aboutSystem11,64,45,68,4,4
1.0.1,aboutSystem3,46,46,69,4,1
1.0.1,aboutSystem4,50,46,69,4,1
1.0.1,aboutSystem5,54,47,70,3,2
1.0.1,aboutSystem5B,56,1,66,2,0
1.0.1,aboutSystem6,58,1,56,2,2
1.0.1,aboutSystem7,59,1,56,2,2
1.0.1,aboutSystem8,60,1,4,2,1
1.0.1,aboutSystem9,62,1,56,2,2
1.0.1,businessDrivers1,14,48,71,6,0
1.0.1,businessDrivers11,28,49,72,6,2
1.0.1,businessDrivers5,18,9,14,3,2
1.0.1,businessDrivers9,26,1,4,2,1
1.0.1,consultationDesign1,154,1,3,2,2
1.0.1,consultationDesign2,155,50,73,16,0
1.0.1,consultationDesign3,157,1,3,2,2
1.0.1,consultationDesign4,158,51,74,11,0
1.0.1,consultationDesign6,161,52,75,3,3
1.0.1,consultationDesign7,164,52,75,3,3
1.0.1,consultationDesign8,167,53,76,9,0
1.0.1,consultationImplementation1,170,1,3,2,2
1.0.1,consultationImplementation2,171,54,77,16,0
1.0.1,consultationImplementation3,173,1,3,2,2
1.0.1,consultationImplementation4,174,51,74,11,0
1.0.1,consultationImplementation6,177,52,75,3,3
1.0.1,consultationImplementation7,180,52,75,3,3
1.0.1,consultationImplementation8,183,53,76,9,0
1.0.1,dataQualityDesign1,186,1,1,2,3
1.0.1,dataQualityDesign10,199,1,3,2,2
1.0.1,dataQualityDesign2,187,1,15,2,1
1.0.1,dataQualityDesign3,189,1,15,2,1
1.0.1,dataQualityDesign4,190,1,15,2,1
1.0.1,dataQualityDesign5,192,41,78,3,2
1.0.1,dataQualityDesign7,194,1,15,2,1
1.0.1,dataQualityDesign8,196,1,3,2,2
1.0.1,dataQualityDesign9,197,1,15,2,1
1.0.1,dataQualityImplementation1,200,1,1,2,3
1.0.1,dataQualityImplementation10,213,1,3,2,2
1.0.1,dataQualityImplementation2,201,1,15,2,1
1.0.1,dataQualityImplementation3,203,1,15,2,1
1.0.1,dataQualityImplementation4,204,1,15,2,1
1.0.1,dataQualityImplementation5,206,41,78,3,2
1.0.1,dataQualityImplementation7,208,1,15,2,1
1.0.1,dataQualityImplementation8,210,1,3,2,2
1.0.1,dataQualityImplementation9,211,1,15,2,1
1.0.1,decisionSector1,81,55,79,8,1
1.0.1,fairnessDesign1,214,1,15,2,1
1.0.1,fairnessDesign10,221,1,3,2,2
1.0.1,fairnessDesign12,224,1,3,2,2
1.0.1,fairnessDesign13,227,1,3,2,2
1.0.1,fairnessDesign16,229,1,3,2,2
1.0.1,fairnessDesign17,230,41,80,3,2
1.0.1,fairnessDesign18,231,1,3,2,2
1.0.1,fairnessDesign19,233,1,3,2,2
1.0.1,fairnessDesign1A,215,1,15,2,1
1.0.1,fairnessDesign2,216,1,3,2,2
1.0.1,fairnessDesign20,234,1,3,2,2
1.0.1,fairnessDesign21,235,56,81,5,1
1.0.1,fairnessDesign22,237,1,3,2,2
1.0.1,fairnessDesign22A,238,1,3,2,2
1.0.1,fairnessDesign23,239,1,3,2,2
1.0.1,fairnessDesign24,240,1,3,2,2
1.0.1,fairnessDesign24A,241,1,15,2,1
1.0.1,fairnessDesign3,217,1,3,2,2
1.0.1,fairnessDesign4,218,1,3,2,2
1.0.1,fairnessDesign5,219,1,3,2,2
1.0.1,fairnessDesign7,220,1,15,2,1
1.0.1,fairnessDesign8,222,1,3,2,2
1.0.1,fairnessDesign9,223,1,15,2,1
1.0.1,fairnessImplementation1,244,1,15,2,1
1.0.1,fairnessImplementation10,251,1,3,2,2
1.0.1,fairnessImplementation12,254,1,3,2,2
1.0.1,fairnessImplementation13,257,1,3,2,2
1.0.1,fairnessImplementation16,259,1,3,2,2
1.0.1,fairnessImplementation17,260,41,80,3,2
1.0.1,fairnessImplementation18,261,1,3,2,2
1.0.1,fairnessImplementation19,263,1,3,2,2
1.0.1,fairnessImplementation1A,245,1,15,2,1
1.0.1,fairnessImplementation2,246,1,3,2,2
1.0.1,fairnessImplementation20,264,1,3,2,2
1.0.1,fairnessImplementation21,265,56,81,5,1
1.0.1,fairnessImplementation22,267,1,3,2,2
1.0.1,fairnessImplementation22A,268,1,3,2,2
1.0.1,fairnessImplementation23,269,1,3,2,2
1.0.1,fairnessImplementation24,270,1,3,2,2
1.0.1,fairnessImplementation24A,271,1,15,2,1
1.0.1,fairnessImplementation3,247,1,3,2,2
1.0.1,fairnessImplementation4,248,1,3,2,2
1.0.1,fairnessImplementation5,249,1,3,2,2
1.0.1,fairnessImplementation7,250,1,15,2,1
1.0.1,fairnessImplementation8,252,1,3,2,2
1.0.1,fairnessImplementation9,253,1,15,2,1
1.0.1,impact11,100,14,20,4,4
1.0.1,impact13,102,14,20,4,4
1.0.1,impact15,104,14,20,4,4
1.0.1,impact18,106,57,82,6,3
1.0.1,impact19I,110,1,4,2,1
1.0.1,impact22,90,1,3,2,2
1.0.1,impact23,113,1,15,2,1
1.0.1,impact24,98,14,20,4,4
1.0.1,impact26,116,58,83,6,0
1.0.1,impact27,118,1,15,2,1
1.0.1,impact28,120,45,68,4,4
1.0.1,impact3,85,1,2,2,4
1.0.1,impact30,83,59,84,2,4
1.0.1,impact4A,87,1,3,2,2
1.0.1,impact5,92,1,3,2,2
1.0.1,impact6,93,16,22,4,4
1.0.1,impact7,94,60,85,4,4
1.0.1,impact9,96,14,20,4,4
1.0.1,privacyDesign1,274,1,3,2,2
1.0.1,privacyDesign2,277,1,3,2,2
1.0.1,privacyDesign3,281,1,15,2,1
1.0.1,privacyDesign4,282,1,15,2,1
1.0.1,privacyDesign7,283,1,15,2,1
1.0.1,privacyDesign9,279,1,3,2,2
1.0.1,privacyImplementation1,285,1,3,2,2
1.0.1,privacyImplementation2,288,1,3,2,2
1.0.1,privacyImplementation3,292,1,15,2,1
1.0.1,privacyImplementation4,293,1,15,2,1
1.0.1,privacyImplementation7,294,1,15,2,1
1.0.1,privacyImplementation9,290,1,3,2,2
1.0.1,projectAuthority1,42,1,3,2,2
1.0.1,projectDetailsDepartment-NS,5,DEPARTMENTS,,102,0
1.0.1,projectDetailsPhase,12,18,24,2,0
1.0.1,riskProfile1,30,1,1,2,3
1.0.1,riskProfile10,41,1,66,2,0
1.0.1,riskProfile2,31,1,1,2,3
1.0.1,riskProfile3,33,1,15,2,1
1.0.1,riskProfile4,35,61,86,4,4
1.0.1,riskProfile7,37,1,1,2,3
1.0.1,riskProfile8,38,1,15,2,1
1.0.1,riskProfile9,40,1,66,2,0
